symbol,marcap,priceDate,quarterDate,capFilter,rank,
HRB,6300,20170727,20170430,1750,6,
CA,12857,20170727,20170331,1750,7,
CSCO,157786,20170727,20170430,1750,8,
CJREF,2243,20170727,20170531,1750,9,
CVS,81050,20170727,20170331,1750,10,
DISCA,15490,20170727,20170331,1750,11,
ESRX,35995,20170727,20170630,1750,12,
FFIV,7630,20170727,20170630,1750,13,
GME,2198,20170727,20170430,1750,14,
GNTX,4971,20170727,20170630,1750,15,
GHC,3303,20170727,20170331,1750,16,
HPQ,32336,20170727,20170430,1750,17,
IDCC,2637,20170727,20170331,1750,18,
JNPR,10651,20170727,20170630,1750,19,
KLAC,15655,20170727,20170630,1750,20,
KFY,1884,20170727,20170430,1750,21,
LEA,10388,20170727,20170630,1750,22,
MIK,3844,20170727,20170430,1750,23,
NSR,1844,20170727,20170331,1750,24,
OMC,18218,20170727,20170630,1750,25,
PBI,2932,20170727,20170331,1750,26,
TGNA,3290,20170727,20170331,1750,27,
FOXA,54840,20170727,20170331,1750,28,
UTHR,5828,20170727,20170331,1750,29,
VIAB,14246,20170727,20170331,1750,30,
AMCX,4506,20170727,20170331,2000,1,
ABC,20806,20170727,20170331,2000,2,
AMGN,125841,20170727,20170630,2000,3,
BBY,17457,20170727,20170430,2000,4,
HRB,6300,20170727,20170430,2000,5,
CA,12857,20170727,20170331,2000,6,
GIB,15720,20170727,20170331,2000,7,
CSCO,157786,20170727,20170430,2000,8,
CJREF,2243,20170727,20170531,2000,9,
CSRA,5355,20170727,20170331,2000,10,
CVS,81050,20170727,20170331,2000,11,
DISCA,15490,20170727,20170331,2000,12,
ESRX,35995,20170727,20170630,2000,13,
FFIV,7630,20170727,20170630,2000,14,
GME,2198,20170727,20170430,2000,15,
GNTX,4971,20170727,20170630,2000,16,
GHC,3303,20170727,20170331,2000,17,
HPQ,32336,20170727,20170430,2000,18,
IDCC,2637,20170727,20170331,2000,19,
JNPR,10651,20170727,20170630,2000,20,
KLAC,15655,20170727,20170630,2000,21,
LEA,10388,20170727,20170630,2000,22,
KORS,5782,20170727,20170331,2000,23,
MIK,3844,20170727,20170430,2000,24,
OMC,18218,20170727,20170630,2000,25,
PBI,2932,20170727,20170331,2000,26,
TGNA,3290,20170727,20170331,2000,27,
FOXA,54840,20170727,20170331,2000,28,
UTHR,5828,20170727,20170331,2000,29,
VIAB,14246,20170727,20170331,2000,30,
AMCX,4506,20170727,20170331,2250,1,
ABC,20806,20170727,20170331,2250,2,
AMGN,125841,20170727,20170630,2250,3,
BBY,17457,20170727,20170430,2250,4,
HRB,6300,20170727,20170430,2250,5,
CA,12857,20170727,20170331,2250,6,
GIB,15720,20170727,20170331,2250,7,
CSCO,157786,20170727,20170430,2250,8,
CSRA,5355,20170727,20170331,2250,9,
CVS,81050,20170727,20170331,2250,10,
DISCA,15490,20170727,20170331,2250,11,
ESRX,35995,20170727,20170630,2250,12,
FFIV,7630,20170727,20170630,2250,13,
GNTX,4971,20170727,20170630,2250,14,
GHC,3303,20170727,20170331,2250,15,
HPQ,32336,20170727,20170430,2250,16,
IDCC,2637,20170727,20170331,2250,17,
JNPR,10651,20170727,20170630,2250,18,
KLAC,15655,20170727,20170630,2250,19,
LB,13147,20170727,20170430,2250,20,
LEA,10388,20170727,20170630,2250,21,
MDP,2767,20170727,20170630,2250,22,
KORS,5782,20170727,20170331,2250,23,
MIK,3844,20170727,20170430,2250,24,
OMC,18218,20170727,20170630,2250,25,
PBI,2932,20170727,20170331,2250,26,
TGNA,3290,20170727,20170331,2250,27,
FOXA,54840,20170727,20170331,2250,28,
UTHR,5828,20170727,20170331,2250,29,
VIAB,14246,20170727,20170331,2250,30,
AMCX,4506,20170727,20170331,2500,1,
ABC,20806,20170727,20170331,2500,2,
AMGN,125841,20170727,20170630,2500,3,
BBY,17457,20170727,20170430,2500,4,
HRB,6300,20170727,20170430,2500,5,
CA,12857,20170727,20170331,2500,6,
GIB,15720,20170727,20170331,2500,7,
CSCO,157786,20170727,20170430,2500,8,
CSRA,5355,20170727,20170331,2500,9,
CVS,81050,20170727,20170331,2500,10,
DISCA,15490,20170727,20170331,2500,11,
ESRX,35995,20170727,20170630,2500,12,
FFIV,7630,20170727,20170630,2500,13,
GNTX,4971,20170727,20170630,2500,14,
GHC,3303,20170727,20170331,2500,15,
HPQ,32336,20170727,20170430,2500,16,
IDCC,2637,20170727,20170331,2500,17,
JNPR,10651,20170727,20170630,2500,18,
KLAC,15655,20170727,20170630,2500,19,
LB,13147,20170727,20170430,2500,20,
LEA,10388,20170727,20170630,2500,21,
MDP,2767,20170727,20170630,2500,22,
KORS,5782,20170727,20170331,2500,23,
MIK,3844,20170727,20170430,2500,24,
OMC,18218,20170727,20170630,2500,25,
PBI,2932,20170727,20170331,2500,26,
TGNA,3290,20170727,20170331,2500,27,
FOXA,54840,20170727,20170331,2500,28,
UTHR,5828,20170727,20170331,2500,29,
VIAB,14246,20170727,20170331,2500,30,
AMCX,4506,20170727,20170331,2750,1,
ABC,20806,20170727,20170331,2750,2,
AMGN,125841,20170727,20170630,2750,3,
BBY,17457,20170727,20170430,2750,4,
HRB,6300,20170727,20170430,2750,5,
CA,12857,20170727,20170331,2750,6,
GIB,15720,20170727,20170331,2750,7,
CSCO,157786,20170727,20170430,2750,8,
CSRA,5355,20170727,20170331,2750,9,
CVS,81050,20170727,20170331,2750,10,
DISCA,15490,20170727,20170331,2750,11,
DNB,4115,20170727,20170331,2750,12,
ESRX,35995,20170727,20170630,2750,13,
FFIV,7630,20170727,20170630,2750,14,
GNTX,4971,20170727,20170630,2750,15,
GHC,3303,20170727,20170331,2750,16,
HPQ,32336,20170727,20170430,2750,17,
JNPR,10651,20170727,20170630,2750,18,
KLAC,15655,20170727,20170630,2750,19,
LB,13147,20170727,20170430,2750,20,
LEA,10388,20170727,20170630,2750,21,
MDP,2767,20170727,20170630,2750,22,
KORS,5782,20170727,20170331,2750,23,
MIK,3844,20170727,20170430,2750,24,
OMC,18218,20170727,20170630,2750,25,
PBI,2932,20170727,20170331,2750,26,
TGNA,3290,20170727,20170331,2750,27,
FOXA,54840,20170727,20170331,2750,28,
UTHR,5828,20170727,20170331,2750,29,
VIAB,14246,20170727,20170331,2750,30,
AMCX,4506,20170727,20170331,3000,1,
ABC,20806,20170727,20170331,3000,2,
AMGN,125841,20170727,20170630,3000,3,
BBY,17457,20170727,20170430,3000,4,
HRB,6300,20170727,20170430,3000,5,
CA,12857,20170727,20170331,3000,6,
GIB,15720,20170727,20170331,3000,7,
CSCO,157786,20170727,20170430,3000,8,
CSRA,5355,20170727,20170331,3000,9,
CVS,81050,20170727,20170331,3000,10,
DISCA,15490,20170727,20170331,3000,11,
DNB,4115,20170727,20170331,3000,12,
ESRX,35995,20170727,20170630,3000,13,
FFIV,7630,20170727,20170630,3000,14,
FL,6203,20170727,20170430,3000,15,
GNTX,4971,20170727,20170630,3000,16,
GHC,3303,20170727,20170331,3000,17,
HPQ,32336,20170727,20170430,3000,18,
JNPR,10651,20170727,20170630,3000,19,
KLAC,15655,20170727,20170630,3000,20,
LB,13147,20170727,20170430,3000,21,
LEA,10388,20170727,20170630,3000,22,
MD,5242,20170727,20170331,3000,23,
KORS,5782,20170727,20170331,3000,24,
MIK,3844,20170727,20170430,3000,25,
OMC,18218,20170727,20170630,3000,26,
TGNA,3290,20170727,20170331,3000,27,
FOXA,54840,20170727,20170331,3000,28,
UTHR,5828,20170727,20170331,3000,29,
VIAB,14246,20170727,20170331,3000,30,
AMCX,4506,20170727,20170331,3250,1,
ABC,20806,20170727,20170331,3250,2,
AMGN,125841,20170727,20170630,3250,3,
BBY,17457,20170727,20170430,3250,4,
HRB,6300,20170727,20170430,3250,5,
CA,12857,20170727,20170331,3250,6,
GIB,15720,20170727,20170331,3250,7,
CSCO,157786,20170727,20170430,3250,8,
CSRA,5355,20170727,20170331,3250,9,
CVS,81050,20170727,20170331,3250,10,
DISCA,15490,20170727,20170331,3250,11,
DNB,4115,20170727,20170331,3250,12,
ESRX,35995,20170727,20170630,3250,13,
FFIV,7630,20170727,20170630,3250,14,
FL,6203,20170727,20170430,3250,15,
GNTX,4971,20170727,20170630,3250,16,
GHC,3303,20170727,20170331,3250,17,
HPQ,32336,20170727,20170430,3250,18,
JNPR,10651,20170727,20170630,3250,19,
KLAC,15655,20170727,20170630,3250,20,
LB,13147,20170727,20170430,3250,21,
LEA,10388,20170727,20170630,3250,22,
MD,5242,20170727,20170331,3250,23,
KORS,5782,20170727,20170331,3250,24,
MIK,3844,20170727,20170430,3250,25,
OMC,18218,20170727,20170630,3250,26,
TGNA,3290,20170727,20170331,3250,27,
FOXA,54840,20170727,20170331,3250,28,
UTHR,5828,20170727,20170331,3250,29,
VIAB,14246,20170727,20170331,3250,30,
AMCX,4506,20170727,20170331,3500,1,
ABC,20806,20170727,20170331,3500,2,
AMGN,125841,20170727,20170630,3500,3,
BBY,17457,20170727,20170430,3500,4,
BIIB,60757,20170727,20170630,3500,5,
HRB,6300,20170727,20170430,3500,6,
CA,12857,20170727,20170331,3500,7,
GIB,15720,20170727,20170331,3500,8,
CSCO,157786,20170727,20170430,3500,9,
CSRA,5355,20170727,20170331,3500,10,
CVS,81050,20170727,20170331,3500,11,
DISCA,15490,20170727,20170331,3500,12,
DNB,4115,20170727,20170331,3500,13,
ESRX,35995,20170727,20170630,3500,14,
FFIV,7630,20170727,20170630,3500,15,
FL,6203,20170727,20170430,3500,16,
GNTX,4971,20170727,20170630,3500,17,
HPQ,32336,20170727,20170430,3500,18,
JNPR,10651,20170727,20170630,3500,19,
KLAC,15655,20170727,20170630,3500,20,
LB,13147,20170727,20170430,3500,21,
LEA,10388,20170727,20170630,3500,22,
MD,5242,20170727,20170331,3500,23,
KORS,5782,20170727,20170331,3500,24,
MIK,3844,20170727,20170430,3500,25,
OMC,18218,20170727,20170630,3500,26,
QCOM,77475,20170727,20170630,3500,27,
FOXA,54840,20170727,20170331,3500,28,
UTHR,5828,20170727,20170331,3500,29,
VIAB,14246,20170727,20170331,3500,30,
AMCX,4506,20170727,20170331,3750,1,
ABC,20806,20170727,20170331,3750,2,
AMGN,125841,20170727,20170630,3750,3,
BBY,17457,20170727,20170430,3750,4,
BIIB,60757,20170727,20170630,3750,5,
HRB,6300,20170727,20170430,3750,6,
CA,12857,20170727,20170331,3750,7,
GIB,15720,20170727,20170331,3750,8,
CSCO,157786,20170727,20170430,3750,9,
CSRA,5355,20170727,20170331,3750,10,
CVS,81050,20170727,20170331,3750,11,
DISCA,15490,20170727,20170331,3750,12,
DNB,4115,20170727,20170331,3750,13,
ESRX,35995,20170727,20170630,3750,14,
FFIV,7630,20170727,20170630,3750,15,
FL,6203,20170727,20170430,3750,16,
GNTX,4971,20170727,20170630,3750,17,
HPQ,32336,20170727,20170430,3750,18,
JNPR,10651,20170727,20170630,3750,19,
KLAC,15655,20170727,20170630,3750,20,
LB,13147,20170727,20170430,3750,21,
LEA,10388,20170727,20170630,3750,22,
MD,5242,20170727,20170331,3750,23,
KORS,5782,20170727,20170331,3750,24,
MIK,3844,20170727,20170430,3750,25,
OMC,18218,20170727,20170630,3750,26,
QCOM,77475,20170727,20170630,3750,27,
FOXA,54840,20170727,20170331,3750,28,
UTHR,5828,20170727,20170331,3750,29,
VIAB,14246,20170727,20170331,3750,30,
AMCX,4506,20170727,20170331,4000,1,
ABC,20806,20170727,20170331,4000,2,
AMGN,125841,20170727,20170630,4000,3,
BBY,17457,20170727,20170430,4000,4,
BIIB,60757,20170727,20170630,4000,5,
HRB,6300,20170727,20170430,4000,6,
CA,12857,20170727,20170331,4000,7,
GIB,15720,20170727,20170331,4000,8,
CRUS,4082,20170727,20170331,4000,9,
CSCO,157786,20170727,20170430,4000,10,
CSRA,5355,20170727,20170331,4000,11,
CVS,81050,20170727,20170331,4000,12,
DISCA,15490,20170727,20170331,4000,13,
DNB,4115,20170727,20170331,4000,14,
ESRX,35995,20170727,20170630,4000,15,
FFIV,7630,20170727,20170630,4000,16,
FL,6203,20170727,20170430,4000,17,
GNTX,4971,20170727,20170630,4000,18,
HPQ,32336,20170727,20170430,4000,19,
JNPR,10651,20170727,20170630,4000,20,
KLAC,15655,20170727,20170630,4000,21,
LB,13147,20170727,20170430,4000,22,
LEA,10388,20170727,20170630,4000,23,
MD,5242,20170727,20170331,4000,24,
KORS,5782,20170727,20170331,4000,25,
OMC,18218,20170727,20170630,4000,26,
QCOM,77475,20170727,20170630,4000,27,
FOXA,54840,20170727,20170331,4000,28,
UTHR,5828,20170727,20170331,4000,29,
VIAB,14246,20170727,20170331,4000,30,
AMCX,4506,20170727,20170331,4250,1,
ABC,20806,20170727,20170331,4250,2,
AMGN,125841,20170727,20170630,4250,3,
BBY,17457,20170727,20170430,4250,4,
BIIB,60757,20170727,20170630,4250,5,
HRB,6300,20170727,20170430,4250,6,
CA,12857,20170727,20170331,4250,7,
GIB,15720,20170727,20170331,4250,8,
CSCO,157786,20170727,20170430,4250,9,
CSRA,5355,20170727,20170331,4250,10,
CVS,81050,20170727,20170331,4250,11,
DISCA,15490,20170727,20170331,4250,12,
ESRX,35995,20170727,20170630,4250,13,
FFIV,7630,20170727,20170630,4250,14,
FL,6203,20170727,20170430,4250,15,
GNTX,4971,20170727,20170630,4250,16,
HPQ,32336,20170727,20170430,4250,17,
JNPR,10651,20170727,20170630,4250,18,
KLAC,15655,20170727,20170630,4250,19,
LB,13147,20170727,20170430,4250,20,
LEA,10388,20170727,20170630,4250,21,
MD,5242,20170727,20170331,4250,22,
KORS,5782,20170727,20170331,4250,23,
OMC,18218,20170727,20170630,4250,24,
QCOM,77475,20170727,20170630,4250,25,
STX,9507,20170727,20170630,4250,26,
TJX,44797,20170727,20170430,4250,27,
FOXA,54840,20170727,20170331,4250,28,
UTHR,5828,20170727,20170331,4250,29,
VIAB,14246,20170727,20170331,4250,30,
AMCX,4506,20170727,20170331,4500,1,
ABC,20806,20170727,20170331,4500,2,
AMGN,125841,20170727,20170630,4500,3,
BBY,17457,20170727,20170430,4500,4,
BIIB,60757,20170727,20170630,4500,5,
HRB,6300,20170727,20170430,4500,6,
CA,12857,20170727,20170331,4500,7,
GIB,15720,20170727,20170331,4500,8,
CSCO,157786,20170727,20170430,4500,9,
CSRA,5355,20170727,20170331,4500,10,
CVS,81050,20170727,20170331,4500,11,
DISCA,15490,20170727,20170331,4500,12,
ESRX,35995,20170727,20170630,4500,13,
FFIV,7630,20170727,20170630,4500,14,
FL,6203,20170727,20170430,4500,15,
GNTX,4971,20170727,20170630,4500,16,
HPQ,32336,20170727,20170430,4500,17,
JNPR,10651,20170727,20170630,4500,18,
KLAC,15655,20170727,20170630,4500,19,
LB,13147,20170727,20170430,4500,20,
LEA,10388,20170727,20170630,4500,21,
MD,5242,20170727,20170331,4500,22,
KORS,5782,20170727,20170331,4500,23,
OMC,18218,20170727,20170630,4500,24,
QCOM,77475,20170727,20170630,4500,25,
STX,9507,20170727,20170630,4500,26,
TJX,44797,20170727,20170430,4500,27,
FOXA,54840,20170727,20170331,4500,28,
UTHR,5828,20170727,20170331,4500,29,
VIAB,14246,20170727,20170331,4500,30,
ABC,20806,20170727,20170331,4750,1,
AMGN,125841,20170727,20170630,4750,2,
BBY,17457,20170727,20170430,4750,3,
BIIB,60757,20170727,20170630,4750,4,
HRB,6300,20170727,20170430,4750,5,
CA,12857,20170727,20170331,4750,6,
GIB,15720,20170727,20170331,4750,7,
CSCO,157786,20170727,20170430,4750,8,
CSRA,5355,20170727,20170331,4750,9,
CVS,81050,20170727,20170331,4750,10,
DISCA,15490,20170727,20170331,4750,11,
ESRX,35995,20170727,20170630,4750,12,
FFIV,7630,20170727,20170630,4750,13,
FL,6203,20170727,20170430,4750,14,
GNTX,4971,20170727,20170630,4750,15,
HPQ,32336,20170727,20170430,4750,16,
JNPR,10651,20170727,20170630,4750,17,
KLAC,15655,20170727,20170630,4750,18,
LB,13147,20170727,20170430,4750,19,
LEA,10388,20170727,20170630,4750,20,
MAN,7100,20170727,20170630,4750,21,
MD,5242,20170727,20170331,4750,22,
KORS,5782,20170727,20170331,4750,23,
OMC,18218,20170727,20170630,4750,24,
QCOM,77475,20170727,20170630,4750,25,
STX,9507,20170727,20170630,4750,26,
TJX,44797,20170727,20170430,4750,27,
FOXA,54840,20170727,20170331,4750,28,
UTHR,5828,20170727,20170331,4750,29,
VIAB,14246,20170727,20170331,4750,30,
ABC,20806,20170727,20170331,5000,1,
AMGN,125841,20170727,20170630,5000,2,
BBY,17457,20170727,20170430,5000,3,
BIIB,60757,20170727,20170630,5000,4,
HRB,6300,20170727,20170430,5000,5,
CA,12857,20170727,20170331,5000,6,
GIB,15720,20170727,20170331,5000,7,
CSCO,157786,20170727,20170430,5000,8,
CSRA,5355,20170727,20170331,5000,9,
CVS,81050,20170727,20170331,5000,10,
DISCA,15490,20170727,20170331,5000,11,
ESRX,35995,20170727,20170630,5000,12,
FFIV,7630,20170727,20170630,5000,13,
FL,6203,20170727,20170430,5000,14,
HPQ,32336,20170727,20170430,5000,15,
JNPR,10651,20170727,20170630,5000,16,
KLAC,15655,20170727,20170630,5000,17,
LB,13147,20170727,20170430,5000,18,
LEA,10388,20170727,20170630,5000,19,
MAN,7100,20170727,20170630,5000,20,
MD,5242,20170727,20170331,5000,21,
KORS,5782,20170727,20170331,5000,22,
OMC,18218,20170727,20170630,5000,23,
QCOM,77475,20170727,20170630,5000,24,
ROST,21451,20170727,20170430,5000,25,
STX,9507,20170727,20170630,5000,26,
TJX,44797,20170727,20170430,5000,27,
FOXA,54840,20170727,20170331,5000,28,
UTHR,5828,20170727,20170331,5000,29,
VIAB,14246,20170727,20170331,5000,30,
ABBV,114148,20170727,20170331,5250,1,
ABC,20806,20170727,20170331,5250,2,
AMGN,125841,20170727,20170630,5250,3,
BBY,17457,20170727,20170430,5250,4,
BIIB,60757,20170727,20170630,5250,5,
HRB,6300,20170727,20170430,5250,6,
CA,12857,20170727,20170331,5250,7,
GIB,15720,20170727,20170331,5250,8,
CSCO,157786,20170727,20170430,5250,9,
CSRA,5355,20170727,20170331,5250,10,
CVS,81050,20170727,20170331,5250,11,
DISCA,15490,20170727,20170331,5250,12,
ESRX,35995,20170727,20170630,5250,13,
FFIV,7630,20170727,20170630,5250,14,
FL,6203,20170727,20170430,5250,15,
HPQ,32336,20170727,20170430,5250,16,
JNPR,10651,20170727,20170630,5250,17,
KLAC,15655,20170727,20170630,5250,18,
LB,13147,20170727,20170430,5250,19,
LEA,10388,20170727,20170630,5250,20,
MAN,7100,20170727,20170630,5250,21,
KORS,5782,20170727,20170331,5250,22,
OMC,18218,20170727,20170630,5250,23,
QCOM,77475,20170727,20170630,5250,24,
ROST,21451,20170727,20170430,5250,25,
STX,9507,20170727,20170630,5250,26,
TJX,44797,20170727,20170430,5250,27,
FOXA,54840,20170727,20170331,5250,28,
UTHR,5828,20170727,20170331,5250,29,
VIAB,14246,20170727,20170331,5250,30,
ABBV,114148,20170727,20170331,5500,1,
ABC,20806,20170727,20170331,5500,2,
AMGN,125841,20170727,20170630,5500,3,
BBY,17457,20170727,20170430,5500,4,
BIIB,60757,20170727,20170630,5500,5,
HRB,6300,20170727,20170430,5500,6,
CA,12857,20170727,20170331,5500,7,
GIB,15720,20170727,20170331,5500,8,
CSCO,157786,20170727,20170430,5500,9,
CVS,81050,20170727,20170331,5500,10,
DISCA,15490,20170727,20170331,5500,11,
ESRX,35995,20170727,20170630,5500,12,
FFIV,7630,20170727,20170630,5500,13,
FL,6203,20170727,20170430,5500,14,
HPQ,32336,20170727,20170430,5500,15,
JNPR,10651,20170727,20170630,5500,16,
KLAC,15655,20170727,20170630,5500,17,
LB,13147,20170727,20170430,5500,18,
LEA,10388,20170727,20170630,5500,19,
MAN,7100,20170727,20170630,5500,20,
KORS,5782,20170727,20170331,5500,21,
OMC,18218,20170727,20170630,5500,22,
QCOM,77475,20170727,20170630,5500,23,
ROST,21451,20170727,20170430,5500,24,
STX,9507,20170727,20170630,5500,25,
SPLS,6649,20170727,20170430,5500,26,
TJX,44797,20170727,20170430,5500,27,
FOXA,54840,20170727,20170331,5500,28,
UTHR,5828,20170727,20170331,5500,29,
VIAB,14246,20170727,20170331,5500,30,
ABBV,114148,20170727,20170331,5750,1,
ABC,20806,20170727,20170331,5750,2,
AMGN,125841,20170727,20170630,5750,3,
BBY,17457,20170727,20170430,5750,4,
BIIB,60757,20170727,20170630,5750,5,
HRB,6300,20170727,20170430,5750,6,
CA,12857,20170727,20170331,5750,7,
GIB,15720,20170727,20170331,5750,8,
CSCO,157786,20170727,20170430,5750,9,
CVS,81050,20170727,20170331,5750,10,
DISCA,15490,20170727,20170331,5750,11,
ESRX,35995,20170727,20170630,5750,12,
FFIV,7630,20170727,20170630,5750,13,
FL,6203,20170727,20170430,5750,14,
HPQ,32336,20170727,20170430,5750,15,
JNPR,10651,20170727,20170630,5750,16,
KLAC,15655,20170727,20170630,5750,17,
LB,13147,20170727,20170430,5750,18,
LEA,10388,20170727,20170630,5750,19,
MAN,7100,20170727,20170630,5750,20,
KORS,5782,20170727,20170331,5750,21,
OMC,18218,20170727,20170630,5750,22,
QCOM,77475,20170727,20170630,5750,23,
ROST,21451,20170727,20170430,5750,24,
STX,9507,20170727,20170630,5750,25,
SPLS,6649,20170727,20170430,5750,26,
TJX,44797,20170727,20170430,5750,27,
FOXA,54840,20170727,20170331,5750,28,
UTHR,5828,20170727,20170331,5750,29,
VIAB,14246,20170727,20170331,5750,30,
ABBV,114148,20170727,20170331,6000,1,
ABC,20806,20170727,20170331,6000,2,
AMGN,125841,20170727,20170630,6000,3,
BBY,17457,20170727,20170430,6000,4,
BIIB,60757,20170727,20170630,6000,5,
HRB,6300,20170727,20170430,6000,6,
CA,12857,20170727,20170331,6000,7,
GIB,15720,20170727,20170331,6000,8,
CSCO,157786,20170727,20170430,6000,9,
CVS,81050,20170727,20170331,6000,10,
DISCA,15490,20170727,20170331,6000,11,
ESRX,35995,20170727,20170630,6000,12,
FFIV,7630,20170727,20170630,6000,13,
FL,6203,20170727,20170430,6000,14,
GPS,9606,20170727,20170430,6000,15,
HPQ,32336,20170727,20170430,6000,16,
JNPR,10651,20170727,20170630,6000,17,
KLAC,15655,20170727,20170630,6000,18,
LB,13147,20170727,20170430,6000,19,
LEA,10388,20170727,20170630,6000,20,
MAN,7100,20170727,20170630,6000,21,
OMC,18218,20170727,20170630,6000,22,
QCOM,77475,20170727,20170630,6000,23,
ROST,21451,20170727,20170430,6000,24,
STX,9507,20170727,20170630,6000,25,
